id,name,artists,danceability,duration_ms,energy,acousticness,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year
3azNLYbr0Yt6fiEp5wFu7p,Fegge moy feggaraki moy,"['Giorgos Papasideris', 'Kostas Giaoyzos-Klarino']",0.596,183093,0.541,0.975,0.432,4,0.251,-7.513,1,0,0.0412,113.02,0.663,1940
3l2czvd85tjegLjQdKcTHp,Overture: Six Months Out of Every Year,"['Shannon Bolin', 'Damn Yankees Ensemble']",0.63,283493,0.47,0.869,0,7,0.833,-11.23,1,11,0.242,73.119,0.684,1955
1mMvahhW2Oz9waG8UTQnI4,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],"['Galantis', 'Hook N Sling', 'Dotan']",0.58,215388,0.804,0.0304,0.00359,9,0.105,-4.618,1,69,0.0279,126.005,0.137,2020
2ZEq4HT450Ye9IFGPTl9qV,Lonely,['Joel Corry'],0.697,190955,0.921,0.0946,1.90E-05,5,0.159,-4.283,1,81,0.0424,123.988,0.722,2020
24KzSvEllbSo8bflE1aDpD,I Feel Like Loving You Today,['Donald Byrd'],0.602,417920,0.582,0.392,0.0612,2,0.607,-10.19,0,29,0.0449,77.477,0.716,1981
3ARakIDa8HTZTXM6zohER5,Bankroll,['Sleepy Hallow'],0.853,137416,0.589,0.544,5.67E-06,8,0.565,-6.422,0,55,0.217,90.989,0.693,2020
0CYtIR0IcGbxL497RrfpE8,Cuckoo in the Clock,['The De Castro Sisters'],0.747,157760,0.297,0.766,0,5,0.0792,-10.122,0,0,0.0443,127.725,0.821,1955
4iBgmqQ0cPGyRPGMyySiaB,March Of The Pigs,['Nine Inch Nails'],0.509,178427,0.875,0.033,0.134,2,0.0815,-6.772,1,41,0.0485,134.473,0.05,2004
48s6qLaiauiGDNoUNJZDEx,I (Who Have Nothing),['Tom Jones'],0.294,177749,0.544,0.118,2.17E-05,4,0.303,-7.905,0,47,0.0422,138.558,0.264,1970
44wLu2rDfUUYMmiva3tzch,I Know That You Know,['Sonny Stitt'],0.449,266800,0.55,0.262,3.48E-05,7,0.109,-9.096,0,25,0.0888,86.497,0.46,1956
6YGlDlSOfd1gjM9efd5eKU,Muffin Man,"['Minnie Mouse', 'Daisy Duck']",0.763,74800,0.571,0.274,0,7,0.346,-9.112,1,41,0.035,104.074,0.964,2006
190l7oYBQe6JBsWPJM2uNN,Rock N Roll McDonalds,['Wesley Willis'],0.701,146760,0.556,0.07,0.000173,3,0.104,-11.861,1,39,0.0373,170.142,0.667,1995
2htrobARQSYCNg46T1HO5D,I Talk To The Wind,['King Crimson'],0.273,365659,0.308,0.539,0.636,4,0.11,-17.588,0,53,0.0377,81.028,0.313,1969
1Lldc61qLpBY0bvP5L7Mld,When I Fall In Love,['Brenda Lee'],0.473,181467,0.265,0.814,0.00165,10,0.288,-8.574,1,27,0.0295,114.996,0.374,1961
2YBDTmzBMAYsvFYFgjSy83,Hurt Me Soul,['Lupe Fiasco'],0.436,262893,0.799,0.161,0,7,0.117,-4.129,1,44,0.248,167.295,0.587,2006
1topClh1MpOBXwGSRWQVQR,Excuse Me Mister,['Gale Garnett'],0.725,133160,0.391,0.723,0,7,0.302,-11.369,0,34,0.0457,116.934,0.747,1965
2i4DNxEjTT5gjk7wgfSpFq,Endless Rain - 2014 Remaster,['X JAPAN'],0.498,394840,0.66,0.0179,0.000692,11,0.0785,-7.347,1,43,0.026,77.721,0.224,1989
3Ng9R7UMhaaATQdJDsRJNz,Waste of Time,['Snow Tha Product'],0.834,200865,0.535,0.603,0,5,0.127,-8.733,0,55,0.172,132.984,0.545,2017
5EZUVJTPlAZbuejKiJzgBo,Eileh zk' ron,['P.Pinchink'],0.219,272653,0.103,0.994,2.78E-06,8,0.0692,-14.169,0,0,0.0441,68.676,0.144,1930
1rsD5809qvVFMa0dhoVoSx,Amor de Loca Juventud,['Buena Vista Social Club'],0.572,201667,0.408,0.839,0.0043,3,0.461,-14.563,1,52,0.036,142.374,0.723,1997
6jBlCAZroSB2ZSKXE08LXL,Spinning Wheel - Remastered,['Dr. Lonnie Smith'],0.513,457133,0.62,0.0989,0.886,5,0.133,-10.926,0,30,0.0469,96.974,0.501,1970
5R1QFcsw6SIA8MtDV7TKbo,I'll Be True While You're Gone (Live),['Bluegrass Champs'],0.563,179120,0.355,0.863,2.90E-05,5,0.211,-16.875,0,0,0.196,112.663,0.953,1948
7pbexR5pFyaudbuAce3IK6,Diddy Wah Diddy,['Bo Diddley'],0.697,147947,0.367,0.821,0,7,0.626,-14.096,1,26,0.0404,123.52,0.56,1958
4kwIhWuZv4hsQ1RZhaSMx2,Boogie In The Dark - Instrumental,['Jimmy Reed'],0.705,154987,0.716,0.892,0.00642,10,0.17,-7.002,1,6,0.0282,134.621,0.913,1958
4XXqVTjxUTwD7VZJejXjvD,I Want You,['Gato Barbieri'],0.427,356093,0.583,0.366,0.789,5,0.092,-13.046,0,24,0.0302,100.816,0.702,1976
6YsCavQbx3YITYsnIKvF3j,No Son of Mine - 2007 Remaster,['Genesis'],0.658,399107,0.595,0.133,0.000358,4,0.0978,-8.704,0,40,0.0251,103.975,0.256,1991
3mjQT6aE0mvrffreC9OvWa,She's Leaving Home - Remix,['The Beatles'],0.372,205840,0.32,0.879,0,0,0.108,-9.724,1,42,0.0315,130.97,0.251,1967
3Lp3nA3GZ9kgLg3yoqJ4NX,Titanium,['Madilyn Bailey'],0.501,210008,0.219,0.812,0,3,0.125,-8.226,1,59,0.0357,120.931,0.264,2012
0XMEFaM6o1Kzkm4ps2LnQU,Machine Gun Kelly - 2019 Remaster,['James Taylor'],0.574,157163,0.483,0.629,0.00146,7,0.135,-15.002,1,26,0.05,72.544,0.843,1971
3jODvXHDvDi4H2VQTIEwHP,Ga Koyeliya Ga Aai Bahar,"['Amirbai Karnataki', 'Nanji']",0.672,172649,0.197,0.983,0.000193,6,0.174,-8.624,1,0,0.367,89.066,0.737,1947
2FfOHiuQM31D7CVukZLhI3,Blues to You - Alternate Take 2,['John Coltrane'],0.515,330400,0.516,0.199,0,10,0.305,-12.302,1,11,0.0657,108.503,0.702,1962
4PBou1i63krEp3jKCPhxVD,Nada Personal - Remasterizado 2007,['Soda Stereo'],0.763,292573,0.939,0.422,0.136,8,0.119,-4.826,0,62,0.0488,124.396,0.448,1985
7J0niAY0FLzGiCVJUREl88,Escuela de Calor,['Radio Futura'],0.702,210840,0.804,0.12,0.0231,2,0.0294,-10.086,1,58,0.0331,121.998,0.961,1984
73bJ24XyBd3cRlsyG91F07,Deadbeat Club,"[""The B-52's""]",0.717,296000,0.825,0.02,4.95E-05,1,0.321,-6.104,1,40,0.0349,126.984,0.939,1989
5J6qthpB2SPMFhFM9zEI6Q,Así Se Baila (De Caballito),['Mexicano'],0.864,186944,0.646,0.00558,5.66E-05,0,0.0283,-9.93,1,34,0.102,140.218,0.901,1993
7dhyhMtWWJNYWmE4N5XiEA,Sunday Morning (feat. Josie Dunne),"['Matoma', 'Josie Dunne']",0.629,186774,0.723,0.111,0,6,0.197,-5.688,1,60,0.0507,123.997,0.411,2018
4wzJmMtokat7dyNJBkq8NJ,Chal Ri Sakhi Tu Gagar Lekar,['Padmadevi'],0.586,195007,0.164,0.993,0.306,5,0.223,-9.577,1,0,0.276,78.726,0.525,1937
5qDlo2g8QwkA36PNqWpDCz,Run On,['Moby'],0.768,225133,0.604,0.297,0.000274,11,0.189,-9.589,1,41,0.1,96.948,0.537,1999
24oUAUX28faoMJBw3sMDm6,Ottoman,['Vampire Weekend'],0.844,242267,0.625,0.128,0.00399,11,0.102,-7.351,0,44,0.0272,108.986,0.785,2010
5vB0cxSvzXuVh15EDD0Cej,Anthem,['zebrahead'],0.378,213133,0.985,0.00827,0,0,0.534,-3.86,1,50,0.262,193.035,0.41,2006
7z8KQiJ4kclFjGGjDRkvFK,Hearing Damage,['Thom Yorke'],0.627,303360,0.86,0.0477,0.851,1,0.109,-6.321,1,54,0.03,116.019,0.144,2009
5OaC1dSdybQyHbCIVn03h3,Chale Gaye Dil Ke Damangir,['Meena Kapoor'],0.554,188175,0.0847,0.993,4.09E-05,2,0.129,-9.261,0,0,0.112,76.194,0.507,1948
2jqREuj3OxelEQZC9XIlFo,A Kissed Out Red Floatboat,['Cocteau Twins'],0.489,250200,0.945,0.168,0.0748,9,0.0783,-3.759,1,31,0.0373,90.05,0.972,1988
0o73bazRtfymwzgdoRwuEC,Jab Bhi Yeh Dil Udas Hota Hai,"['Mohammed Rafi', 'Sharada']",0.317,258293,0.45,0.893,0.0115,2,0.314,-11.902,0,10,0.0332,162.778,0.593,1955
0jIXEQmwoS0BMHmqiqkCQo,"Kreisleriana, Op. 16: II. Sehr innig und nicht zu rasch","['Robert Schumann', 'Claudio Arrau']",0.473,581387,0.123,0.994,0.874,10,0.127,-18.526,1,0,0.057,130.189,0.0743,1941
7kBdenpTmgWfAz9clmBcok,#1 Stunna,"['Big Tymers', 'Juvenile', 'Lil Wayne']",0.552,281960,0.842,0.0176,0.00327,8,0.258,-4.961,1,47,0.285,89.017,0.561,2000
6rBhdTv5ocL8Jaigm70A3n,Çoban Kızı - Sadi Hoşses ile Düet 1941,"['Müzeyyen Senar', 'Sadi Hosses']",0.39,192418,0.228,0.993,0.381,9,0.434,-15.781,1,0,0.0878,112.53,0.368,1941
4SsYEBMS6glreI8XXAtVMw,Sunny,['George Benson'],0.694,176360,0.44,0.728,0.569,0,0.0765,-10.47,1,34,0.0365,134.85,0.66,1968
7112WRQXlBGe4Os43yw8gV,King of Rock,['Run–D.M.C.'],0.825,314147,0.857,0.00907,0,2,0.0461,-3.389,0,47,0.0448,98.204,0.791,1985
3Sfy38uYZMAhZdHecR1zsU,Here Comes My Girl,['Tom Petty and the Heartbreakers'],0.578,264453,0.734,0.0517,0.233,4,0.165,-6.09,1,31,0.0304,104.851,0.373,1979
3PVfuCu2tfkDbtlCIL5R3m,"Gump (Parody of ""Lump"" by The Presidents of the United States)","['""Weird Al"" Yankovic']",0.544,130427,0.792,0.0127,1.83E-06,6,0.305,-6.981,1,37,0.0381,144.316,0.949,1996
7pxhKtuTwofDIdgHx2DcVK,Seein' Red,['Dustin Lynch'],0.651,194893,0.808,0.054,0,1,0.0482,-4.731,0,59,0.0435,100.993,0.858,2017
23hJCXxE6vP7QR4XLMUy7F,"Teach Me Tonight - Original Edited Concert - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",['Erroll Garner'],0.416,222733,0.398,0.924,0.846,8,0.734,-11.943,1,8,0.0412,79.723,0.425,1955
6H9NSJ0qnUkIIEVbKYtg4s,Tango Argentino - Remasterizado,['Ignacio Corsini'],0.629,144440,0.107,0.995,0.0267,2,0.0958,-23.558,1,0,0.342,122.263,0.716,1929
12Q3hN5YwbjZ0jkcHmuABo,Mr. P-Mosh,['Plastilina Mosh'],0.787,262613,0.606,0.0182,0.000328,11,0.342,-9.522,0,57,0.195,94.631,0.477,1998
0e4HTbCljcwNiqBP8A0PVa,No Folling - Instrumental (Remasterizado),['Francisco Canaro'],0.818,177000,0.171,0.996,0.919,9,0.112,-19.503,1,0,0.295,111.451,0.934,1927
6jNi0f1BiBHi1lK1Wwy9Oi,Truckin' - 2001 Remaster,['Grateful Dead'],0.639,302200,0.608,0.102,0.000578,9,0.305,-13.547,1,36,0.0541,127.055,0.819,1970
04A2baaw0XUZvMfSq9tHzX,Mala Hierba,['Alejandra Guzman'],0.676,197693,0.915,0.0229,0.00021,7,0.114,-6.152,0,49,0.0428,111.196,0.484,1993
1AXq0GgYMemR4rWsDRUxSX,Часть 44.3 - По ком звонит колокол,['Эрнест Хемингуэй'],0.694,104200,0.11,0.134,0,0,0.591,-20.886,1,0,0.944,104.45,0.565,1940
61zTSexBvC42Db8jxMHuKx,Handsome And Wealthy,['Migos'],0.858,210557,0.665,0.00348,0,2,0.094,-2.907,1,59,0.101,146.031,0.237,2014
66veRqqrxhfa1Q9088RmPS,Quien De Los Dos Será,['Diego Verdaguer'],0.645,213863,0.311,0.529,5.38E-05,7,0.434,-8.513,1,62,0.0352,141.985,0.441,2009
5X2Cy5IYsiYvk8etuE5UqQ,Ready For Whatever,['T.I.'],0.602,312467,0.71,0.00844,0,5,0.285,-5.882,0,44,0.0966,75.096,0.292,2008
0oJ7BRSuquI4JLGojSNatU,O epaggelmatias,['Grigoris Asikis'],0.516,200253,0.3,0.996,0.658,8,0.359,-12.362,0,0,0.0635,92.048,0.925,1950
0xPl6MbwEcvd6WTemvH7qi,"Finale ""Les Miserables""",['Robert Billig'],0.348,297160,0.0501,0.932,0,0,0.0905,-21.073,0,33,0.0376,80.902,0.124,1987
1GeECVH4Msg1zLm8DExkbH,Wind It Up,['Gwen Stefani'],0.961,189587,0.9,0.309,0.000199,8,0.354,-6.874,1,47,0.0678,120.006,0.95,2006
19BzTwdhZDPDekSOWelo6V,Quiero Decirte,['Costumbre'],0.574,241533,0.661,0.0228,0,2,0.0722,-6.173,1,43,0.0986,178.161,0.802,2001
6n4cc7SSHz4iGBW4VjWn3K,Land Of Canaan,['Indigo Girls'],0.679,237333,0.825,0.153,0,7,0.124,-5.802,1,28,0.0281,114.635,0.784,1989
6ePp5KKyPDK1a4O9SfsRWE,Hey Nirupama,['Hemant Kumar'],0.544,177640,0.0892,0.916,0,0,0.145,-13.082,1,0,0.0411,90.164,0.518,1946
63ppTqe9p788Zd8qyM4bO7,But Beautiful - Remastered,['Stan Kenton'],0.193,201493,0.185,0.909,0.793,0,0.211,-10.144,1,15,0.0315,112.919,0.0716,1962
0zABw1PtGYHsU4VDpDZsra,Needles and Pins - Mono,['The Searchers'],0.565,131360,0.953,0.0546,2.95E-05,9,0.0637,-6.504,1,58,0.0393,124.287,0.887,1964
7BlWZZIuC4pWnkQem154lq,You're Gonna Hear From Me,['Frank Sinatra'],0.337,177133,0.267,0.703,0,9,0.318,-15.387,0,31,0.0304,78.118,0.475,1966
5IiOLKuBJdOQ4swHdD1rVn,Long Black Limousine,['Elvis Presley'],0.316,222213,0.351,0.542,0.000807,7,0.0709,-17.205,1,36,0.0281,100.557,0.412,1969
6pymOcrCnMuCWdgGVTvUgP,3,['Britney Spears'],0.697,213173,0.709,0.0452,0,5,0.138,-1.917,0,63,0.0455,134.91,0.787,2009
0pxVuWOYDz6VeZVWu2IkSh,Aida / Act 2: Marcia,"['Giuseppe Verdi', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']",0.341,388200,0.205,0.89,0.056,5,0.257,-17.544,0,0,0.0379,142.763,0.198,1952
0MN3erUzrHFyq9dS3lzpoX,"Romeo and Juliet Fantasy Overture, TH 42","['Pyotr Ilyich Tchaikovsky', 'Leonard Bernstein', 'New York Philharmonic']",0.0896,1163160,0.12,0.832,0.864,11,0.113,-18.803,0,27,0.0406,68.138,0.0388,1958
17VmXC2yeInKF2CkW5VA9w,Can't Fuck wit Me,['Trick Daddy'],0.899,238400,0.804,0.0501,5.41E-06,1,0.106,-6.185,1,36,0.0512,122.012,0.717,2001
08c44mv6lHEfUHlPtVg8Yp,Unanswered,['Suicide Silence'],0.329,135653,0.993,1.69E-05,0.641,6,0.342,-3.416,1,50,0.0969,116.461,0.378,2008
5DPnk8t6Arb6B0BGxMIWYd,Chhota Sa Sansar Hamara,['Shanta Apte'],0.534,189213,0.479,0.841,0.122,11,0.235,-9.35,1,0,0.0578,136.911,0.947,1942
3DLBBf13w2uZiNlFTCTUkT,"Sonata No. 1, Op. 75, in D Minor: Allegretto moderato","['Camille Saint-Saëns', 'Jascha Heifetz']",0.517,218533,0.2,0.936,0.618,3,0.102,-20.266,1,0,0.0491,78.419,0.319,1952
5QvXScsmiZcYvNyRimWWEN,Where I'm From,"['The Game', 'Nate Dogg']",0.797,188480,0.711,0.0381,0,8,0.124,-2.975,1,52,0.301,90.557,0.712,2005
0ZQmpf5gk4k5VMopcAtyAc,Saturday Night Special,['Lynyrd Skynyrd'],0.558,309667,0.563,0.0146,0.000195,9,0.273,-11.259,1,57,0.0543,120.99,0.617,1975
1m2bxi6oXt69p07HuJcsU1,Nanook Rubs It,['Frank Zappa'],0.645,277160,0.454,0.143,0.0197,4,0.248,-12.893,1,41,0.313,139.705,0.375,1974
1xjR98caFMyxOlXkvj56ZK,Superstar,['Luther Vandross'],0.378,338533,0.269,0.383,7.97E-06,11,0.132,-13.271,1,43,0.0294,115.682,0.129,2003
4DE611blA3XV70Vb6XIQLN,Indoor Games,['King Crimson'],0.429,337936,0.276,0.0102,0.0307,2,0.0994,-18.492,1,32,0.0613,178.433,0.289,1970
6kblAEj0T0312fv5QWsXzo,Congratulations,['MGMT'],0.761,235387,0.637,0.439,0.0082,7,0.102,-8.169,1,61,0.0268,125.115,0.656,2010
1QsUSyN4JFUPC1DydhUmsG,Ghost Of A Chance - Take 1,['Lester Young'],0.529,207827,0.0967,0.985,0.952,0,0.106,-14.089,1,2,0.05,114.57,0.289,1944
57BsANp5lkBafX23K4nV13,Carolina Moon,['Percy Faith'],0.19,155480,0.383,0.944,0.841,7,0.304,-12.368,1,27,0.0335,78.975,0.0514,1963
2DwZAzU2SZmjmfEdWlT4tK,School Days,['The Runaways'],0.45,173227,0.871,0.076,0.0974,9,0.172,-6.963,1,32,0.0657,152.073,0.66,1977
6tBu1qOR1I6xVgDfwN5bPI,Gypsy: Overture,"['Jule Styne', 'Gypsy Orchestra', 'Milton Rosenstock']",0.227,290893,0.484,0.656,0.844,10,0.0697,-10.724,1,11,0.0485,168.026,0.433,1959
4jdBFqrhH2ed69JnR1H27e,Rise To The Sun,['Alabama Shakes'],0.472,188613,0.823,0.627,0.0104,7,0.0924,-5.534,1,44,0.0842,125.86,0.67,2012
3GXYGbyvprPqiH9do6ewY3,Moment's Notice - Remastered,['John Coltrane'],0.532,550189,0.372,0.613,0.0019,8,0.32,-13.911,1,29,0.0408,123.322,0.783,1958
0IxBsJY7dDYXme0hFnspqx,Mere Man Ka Panchhi Kyon Bole,"['Shamshad Begum', 'Ghulam Haider']",0.645,152456,0.0405,0.982,0,3,0.0625,-9.025,1,0,0.523,80.828,0.859,1942
0LpHC9mhPAQC98IjXZIrif,The Election of 1800,"['Daveed Diggs', 'Okieriete Onaodowan', 'Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",0.731,237983,0.42,0.319,0,10,0.306,-10.199,1,60,0.463,67.41,0.645,2015
0So2sgVa8aJiARPl2P29u2,Pope Is a Rockstar,['SALES'],0.725,187333,0.446,0.85,0.243,4,0.107,-8.958,0,55,0.0287,90.024,0.311,2016
2W889aLIKxULEefrleFBFI,Someone to Watch Over Me,['Frank Sinatra'],0.204,198000,0.151,0.947,9.15E-06,2,0.321,-17.842,1,54,0.0418,91.783,0.134,1943
6DrXZwTuhl5Ow4mcmSWjME,Songbird - 2004 Remaster,['Fleetwood Mac'],0.389,200813,0.0851,0.982,0.00187,5,0.101,-15.477,1,57,0.0346,184.298,0.364,1977
6M2iIzUzlea2yZROhTlxDl,"Music Is My Hot, Hot Sex",['CSS'],0.741,187027,0.717,0.016,0.00128,8,0.0607,-5.578,0,42,0.0446,100.012,0.899,2006
06A0h70jPqQSmGHQlc50d5,I've Got The World On A String,['Wayne Newton'],0.563,154733,0.46,0.778,0,8,0.0757,-6.34,1,16,0.0353,120.257,0.633,1963
6VPDybo2KPOV9r7nqCxDiV,My Captain,['Muddy Waters'],0.559,313493,0.0309,0.791,0.0101,4,0.109,-26.644,1,25,0.0396,94.892,0.11,1964
0PRJmbFX6z9OxQ57OFHCqd,On The Road Again,['Canned Heat'],0.547,296027,0.395,0.8,0.0147,9,0.295,-13.017,1,49,0.0346,129.466,0.234,1968
5TlHlSaNgEYzO5DyP8mqNZ,No One Else But You,"['Louis Armstrong & His Hot Seven', 'Carroll Dickerson Orchestra']",0.524,202067,0.271,0.992,0.618,10,0.416,-12.233,1,4,0.168,188.723,0.818,1928
4CKxrseIvTtFb9QpPws348,Ο πασατεμπάς,['Ioanna Georgakopoulou'],0.674,194960,0.203,0.995,0.00347,7,0.17,-14.213,0,0,0.0832,78.344,0.912,1949
2RuQ9dNESJ1L612SFo0iqp,Laughing,['R.E.M.'],0.487,237587,0.837,0.00706,0.0929,4,0.145,-7.969,1,21,0.037,149.075,0.746,1983
5nyL1t5RX2Xb7ykmkcaSlB,"I'm In Love - 7"" Version","['Evelyn ""Champagne"" King']",0.86,231280,0.597,0.00989,0.00887,5,0.0541,-6.033,0,27,0.0581,113.946,0.836,1981
4zWqpEACp2tnnZo57NfgHg,Wimoweh - Live,['The Kingston Trio'],0.589,166800,0.719,0.906,0,0,0.371,-13.139,1,7,0.916,114.543,0.641,1959
3ugAI8vlmz6y4T9BlKhytz,Beg For It,['Chris Brown'],0.479,224773,0.433,0.164,0,0,0.0739,-6.878,0,56,0.0455,58.396,0.324,2011
2Q9wL2bhzS6Dv3ckZEzFY9,Cornbread and Cabbage,['Joe Houston'],0.281,148867,0.728,0.744,0.083,3,0.232,-7.361,1,0,0.0579,172.378,0.785,1953
4B3gkbr7aGC2sujjgivK0s,I Can't Explain - Mono Version,['The Who'],0.572,125320,0.688,0.0474,0,9,0.072,-4.96,1,55,0.0608,138.841,0.856,1965
0rdOvRimwzjyBHdZ0pR2E7,Dream dependence,['Viclo'],0.289,155459,0.0221,0.996,0.952,2,0.101,-27.635,1,66,0.057,137.546,0.0979,2019
1z67YpKkcaGMB9ND1f6ll3,Ebony Concerto: I. Allegro moderato,"['Igor Stravinsky', 'Woody Herman Orchestra']",0.67,182573,0.213,0.832,0.319,10,0.108,-17.831,1,0,0.173,99.088,0.644,1948
09Lo0yv1hQG9Rau6XEliCl,Lulu Suite: IV. Variationen: Moderato,"['Alban Berg', 'Eugene Ormandy']",0.185,213733,0.165,0.975,0.913,2,0.114,-16.871,0,0,0.0303,85.706,0.0536,1955
4LZqNiZHiQvGLlt0RkXtqt,"No Shoes, No Shirt, No Problems",['Kenny Chesney'],0.718,209347,0.603,0.255,0.0146,7,0.47,-8.455,1,56,0.0317,117.928,0.701,2009
1Uwhu0HNqCjukmsiSSnlsx,Make 'Em Laugh,"[""Donald O'Connor""]",0.558,199107,0.612,0.757,2.59E-06,8,0.288,-10.822,1,27,0.117,157.592,0.71,1952
1AUujACG2ITO1vSzOSRqEO,"Das ist bei uns nicht möglich, Kapitel 45","['Sinclair Lewis', 'Frank Arnold']",0.64,262675,0.188,0.8,0,4,0.269,-18.434,1,0,0.96,85.893,0.498,1935
4QjZkif6UqzTngZhbQDUhy,Entre Tus Brazos,['Los Terricolas'],0.437,194514,0.37,0.703,0.000165,7,0.12,-8.515,0,27,0.0272,141.16,0.388,1975
54h7eaR5TGj0l01QChyRfZ,Twinkle Twinkle Little Star,['Super Simple Songs'],0.671,151214,0.178,0.83,2.86E-05,1,0.0787,-11.741,1,66,0.0402,87.896,0.171,2017
7vWHppvllFJXdXf0xplZum,Your Universe,['Rico Blanco'],0.445,238467,0.573,0.638,6.69E-06,7,0.114,-7.309,1,59,0.0343,175.985,0.503,2008
4YfNmQKnrX5DrlAxSAnMoA,I Believe,['Andrew Rannells'],0.377,282787,0.452,0.676,0,1,0.295,-9.133,1,52,0.051,166.553,0.563,2011
5YqpHuXpFjDVZ7tY1ClFll,Heartbeats,['José González'],0.589,161680,0.177,0.977,0.714,3,0.0958,-14.891,1,63,0.0325,88.409,0.311,2006
6U9xkvV0dLXN598VuSYCyt,Freightliner,['Hot Water Music'],0.265,197693,0.97,0.00661,5.74E-06,4,0.26,-5.534,1,40,0.0927,173.852,0.156,1997
2QvMk15JHTjVH3KDoF26NH,"Fat Man In The Bathtub - Live at Lisner Auditorium, Washington, DC, 8/10/1977",['Little Feat'],0.522,293907,0.882,0.0114,0.00462,7,0.644,-8.642,1,34,0.0701,85.136,0.783,1988
6cAxSUPzHyywECgGSvoLyf,Bait A Hook,['Justin Moore'],0.668,208493,0.781,0.0191,0,1,0.113,-6.151,1,60,0.0267,105.945,0.695,2011
62DsoVTFYVuDJ3sAUSvLLX,الهوى هوايا,['Abdel Halim Hafez'],0.316,456896,0.333,0.916,0.00115,5,0.441,-13.266,1,35,0.0437,142.526,0.596,1969
1yTi6FoVmq8FrfbHIdN2z9,Diamond Meadows - 2016 Remaster,['T. Rex'],0.428,118133,0.293,0.644,0,7,0.473,-10.303,1,20,0.0332,116.335,0.483,1971
7Dw0O0FYHm5thwgbMciHRQ,Sweet And Lovely,['Vince Guaraldi Trio'],0.521,224027,0.0499,0.98,0.336,7,0.11,-24.975,0,17,0.0391,72.118,0.118,1956
5YgCmkSdGukXqK3fJlX4pQ,I Had Too Much to Dream (Last Night),['The Electric Prunes'],0.341,178144,0.714,0.354,0,2,0.31,-7.998,0,49,0.0404,147.604,0.412,1967
0xF9xdi5cI0fi7ZgC7MrzZ,Getting Nowhere Fast,['Girls At Our Best!'],0.365,120573,0.933,0.00427,0.899,2,0.252,-5.201,1,26,0.0467,139.292,0.782,1981
2wz5weI4PREzpexKfrKgwv,Sweet Dreams,['La Bouche'],0.656,204587,0.956,0.0784,0.0247,11,0.0923,-5.647,0,63,0.0536,133.713,0.831,2007
00QyLmjxaSEE8qIZQjBXBj,We Own It (Fast & Furious),"['2 Chainz', 'Wiz Khalifa']",0.554,227893,0.899,0.0521,0,8,0.0568,-4.573,1,61,0.408,171.966,0.552,2013
3VCiCI5sJRi98Pk4B0Gqrp,Ro Ro Ke Sari Raat Kati,['Suraiya'],0.402,197486,0.136,0.994,2.18E-06,7,0.401,-10.205,0,0,0.0882,174.26,0.422,1948
2tQ0AQqERX1t2S5chq9zBv,It's All Over Now,['The Valentinos'],0.467,173907,0.869,0.21,0.000178,9,0.067,-7.767,1,19,0.0937,183.505,0.821,1964
0kAfaOG2e7NqQreauupeSm,Intro To On A Foggy Night,['Tom Waits'],0.561,135893,0.181,0.743,6.41E-06,7,0.103,-15.705,1,26,0.128,82.035,0.248,1975
0OXmUaY4ajGoQ7JOAzotQJ,Helplessly Hoping - 2005 Remaster,"['Crosby, Stills & Nash']",0.567,157893,0.159,0.914,0,7,0.111,-13.648,1,39,0.0331,146.913,0.436,1969
2dhjcpYf0PW1tG54wAHXTU,Man No Sober,['Steel Pulse'],0.818,268667,0.613,0.0978,0.000361,11,0.0762,-6.727,0,21,0.0629,153.391,0.97,1982
1oj1okvHDvYFPzriYW112a,N Luv Wit My Money,['Various Artists'],0.596,255333,0.67,0.142,0,3,0.119,-6.96,0,39,0.337,93.355,0.78,2002
0fANuI8483AKyup2bVWZOm,Kahit Kailan - Multiplex Karaoke,['South Border'],0.343,343400,0.182,0.36,0,9,0.349,-13.756,1,52,0.0313,116.016,0.0755,1996
4ncVYIs3UFvitjvc8RIPkM,"(Ghost) Riders In the Sky - Digitally Remastered, 1996",['The Outlaws'],0.228,351400,0.896,0.0132,0.0273,9,0.795,-7.241,0,47,0.13,128.433,0.146,1980
1EQf1pDlHfgWgt7H9UXXRc,Ceniza fria,['Luis Vargas'],0.72,252173,0.531,0.398,1.07E-05,5,0.0438,-7.868,1,41,0.0541,82.376,0.961,1997
2OsKHwIa3cNstWvlUkrSu9,Romance Without Finance - Single Version/Mono,['The Temptations'],0.661,168067,0.939,0.785,0.0815,8,0.0875,-4.586,1,15,0.0309,141.346,0.963,1964
0GwRPApySiOtZjX3KkPrBm,"It's OK, I Wouldn't Remember Me Either",['Crywank'],0.535,184189,0.0336,0.873,0.000669,7,0.111,-26.102,1,50,0.0617,136.545,0.135,2012
07CkhtUgfNDXsxOq4PmaIp,"Kinderszenen, Op. 15: 6. Wichtige Begebenheit","['Robert Schumann', 'Maryla Jonas']",0.57,35827,0.371,0.99,0.859,9,0.14,-13.874,1,0,0.0408,173.164,0.716,1946
